Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
Pre-Application: Research Innovation for Scientific Knowledge (RISK) for Musculoskeletal Diseases (X02 Clinical Trial Not Allowed),7/20/18,8/10/18,X02,NIH,NIAMS,None,PAR-18-865,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-865.html
NEI Vision Research Epidemiology Grant (UG1 Clinical Trial Not Allowed),7/19/18,6/28/21,UG1,NIH,NEI,None,PAR-18-864,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-864.html
Alcohol and Other Drug Interactions:  Unintentional Injuries and Overdoses:  Epidemiology and Prevention (R01 - Clinical Trial Optional),7/19/18,9/8/21,R01,NIH,NIAAA,NIDA,PA-18-863,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-863.html
Alcohol and Other Drug Interactions:  Unintentional Injuries and Overdoses:  Epidemiology and Prevention (R03 - Clinical Trial Optional),7/19/18,1/8/22,R03,NIH,NIAAA,NIDA,PA-18-861,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-861.html
Alcohol and Other Drug Interactions:  Unintentional Injuries and Overdoses:  Epidemiology and Prevention (R21 - Clinical Trial Optional),7/19/18,9/8/21,R21,NIH,NIAAA,NIDA,PA-18-862,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-862.html
Mentored Career Development Award to Promote Faculty Diversity in Biomedical Research (K01 Independent Clinical Trial Required),7/19/18,5/7/21,K01,NIH,NHLBI,None,RFA-HL-19-025,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-025.html
Mentored Career Development Award to Promote Faculty Diversity in Biomedical Research (K01 Independent Clinical Trial Not Allowed),7/19/18,5/7/21,K01,NIH,NHLBI,None,RFA-HL-19-026,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-026.html
Immune Response to Arthropod Blood Feeding (R21 Clinical Trial Not Allowed),7/19/18,10/16/20,R21,NIH,NIAID,None,PAR-18-860,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-860.html
Advancing Research Needed to Develop a Universal Influenza Vaccine (R01 Clinical Trial Not Allowed),7/18/18,9/8/21,R01,NIH,NIAID,None,PA-18-859,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-859.html
Advancing Research Needed to Develop a Universal Influenza Vaccine (R21 Clinical Trial Not Allowed),7/18/18,9/8/21,R21,NIH,NIAID,None,PA-18-858,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-858.html
BRAIN Initiative: Integration and Analysis of BRAIN Initiative Data (R01 Clinical Trial Not Allowed),7/17/18,3/5/21,R01,NIH,NIMH,"NEI, NIA, NIBIB, NCCIH, NINDS, NIAAA, NIDA, NIDCD, NICHD",RFA-MH-19-147,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-147.html
BRAIN Initiative: Data Archives for the BRAIN Initiative (R24 Clinical Trial Optional),7/17/18,9/7/19,R24,NIH,NIMH,"NICHD, NIBIB, NCCIH, NINDS, NIDA, NIDCD, NEI, NIA, NIAAA",RFA-MH-19-145,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-145.html
BRAIN Initiative: Standards to Define Experiments Related to the BRAIN Initiative (R01 Clinical Trial Not Allowed),7/17/18,9/7/19,R01,NIH,NIMH,"NIDA, NIA, NCCIH, NEI, NIAAA, NIDCD, NINDS, NICHD, NIBIB",RFA-MH-19-146,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-146.html
Diet and Physical Activity Assessment Methodology (R21 Clinical Trial Not Allowed),7/17/18,9/8/21,R21,NIH,NIDDK,"NCI, NIMHD, NINR, NIAAA",PAR-18-857,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-857.html
Diet and Physical Activity Assessment Methodology (R01 Clinical Trial Not Allowed),7/17/18,9/8/21,R01,NIH,NIDDK,"NCCIH, NCI, NIAAA, NIMHD",PA-18-856,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-856.html
Time-Sensitive Obesity Policy and Program Evaluation (R01 Clinical Trial Not Allowed),7/12/18,8/11/21,R01,NIH,NIDDK,"NICHD, OBSSR, ODP, NCI",PAR-18-854,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-854.html
Encouraging Development of Novel Amelogenesis Models  (UG3/UH3 Clinical Trial Not Allowed),7/11/18,10/5/18,UG3/UH3,NIH,NIDCR,None,RFA-DE-19-004,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-19-004.html
Drug Transport Across the Blood-Testis and Blood-Epididymal Barriers (R61/R33 - Clinical Trial Not Allowed),7/10/18,11/28/20,R61/R33,NIH,NICHD,None,PAR-18-853,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-853.html
Leadership Group for a Clinical Research Network on Antibacterial Resistance (UM1 Clinical Trial Required),7/9/18,1/4/19,UM1,NIH,NIAID,None,RFA-AI-18-036,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-036.html
"Limited Competition: NIDCD National Temporal Bone, Hearing and Balance Pathology Resource Registry (U24 Clinical Trial Not Allowed)",7/5/18,6/25/19,U24,NIH,NIDCD,None,RFA-DC-19-002,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-19-002.html
NIBIB Supplements to NCATS CTSA Programs to Support NIBIB Translational Research Scholars (Admin Supp Clinical Trials Optional),7/5/18,12/12/18,Admin Supp,NIH,NIBIB,None,PA-18-851,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-851.html
Administrative Supplements to Promote Collaborative Activities in Basic Cancer Research (Admin Supp - Clinical Trial Not Allowed),7/5/18,8/7/18,Admin Supp,NIH,NCI,None,PA-18-852,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-852.html
Prevention Research in Mid-Life Adults (R01 Clinical Trial Optional),7/5/18,9/8/21,R01,NIH,NINR,"NIA, NIAAA",PA-18-849,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-849.html
Prevention Research in Mid-Life Adults (R21 Clinical Trial Optional),7/5/18,9/8/21,R21,NIH,NINR,"NIA, NIAAA",PA-18-850,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-850.html
Superfund Hazardous Substance Research and Training Program (P42 Clinical Trial Optional),7/3/18,12/20/18,P42,NIH,NIEHS,None,RFA-ES-18-002,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-18-002.html
The National Health and Aging Trends Study (U01 Clinical Trial Not Allowed),7/3/18,10/2/18,U01,NIH,NIA,None,RFA-AG-19-019,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-019.html
Novel Approaches for Characterizing Exposure and Response to Engineered Nanomaterials (R43 Clinical Trials Not Allowed),7/3/18,9/12/18,R43,NIH,NIEHS,None,RFA-ES-18-008,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-18-008.html
NIDCD Hearing Healthcare for Adults: Improving Access and Affordability (R21/R33 Clinical Trials Optional),7/3/18,6/5/21,R21/R33,NIH,NIDCD,None,RFA-DC-19-001,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-19-001.html
Halting TB Transmission in HIV-Endemic and Other High-Transmission Settings (R01 Clinical Trial Not Allowed),7/3/18,12/6/18,R01,NIH,NIAID,None,RFA-AI-18-037,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-037.html
NIMH Career Enhancement Award to Advance Autism Services for Adults and Transition-Age Youth (K18 Clinical Trials Required),7/3/18,6/22/19,K18,NIH,NIMH,None,RFA-MH-19-101,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-101.html
NIMH Career Enhancement Award to Advance Autism Services for Adults and Transition-Age Youth (K18 Clinical Trials Not Allowed),7/3/18,6/22/19,K18,NIH,NIMH,None,RFA-MH-19-100,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-100.html
Electronic Nicotine Delivery Systems (ENDS): Basic Mechanisms of Health Effects (R01 - Clinical Trial Not Allowed),6/29/18,6/16/21,R01,NIH,ODP,"NIEHS, NIDCR, NCI, NIDA",PAR-18-845,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-845.html
Electronic Nicotine Delivery Systems (ENDS): Basic Mechanisms of Health Effects (R21 - Clinical Trial Not Allowed),6/29/18,6/26/21,R21,NIH,ODP,"NIDCR, NIDA, NCI, NIEHS",PAR-18-846,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-846.html
"Electronic Nicotine Delivery Systems (ENDS): Population, Clinical and Applied Prevention Research (R01 - Clinical Trial Optional)",6/29/18,6/16/21,R01,NIH,ODP,"NIDCR, NIDA, NCI, NIMHD",PAR-18-847,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-847.html
"Electronic Nicotine Delivery Systems (ENDS): Population, Clinical and Applied Prevention Research (R21 - Clinical Trial Optional)",6/29/18,6/26/21,R21,NIH,ODP,"NIDA, NIDCR, NCI, NIMHD",PAR-18-848,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-848.html
Investigator Initiated Research in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed),6/28/18,9/8/21,R01,NIH,NHGRI,None,PAR-18-844,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-844.html
Investigator Initiated Research in Computational Genomics and Data Science (R21 Clinical Trial Not Allowed),6/28/18,9/8/21,R21,NIH,NHGRI,None,PAR-18-843,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-843.html
Elucidating the Functional Roles of Non-Coding RNAs in Viral Infectious Diseases (R21 Clinical Trial Not Allowed),6/28/18,11/16/18,R21,NIH,NIAID,None,RFA-AI-18-025,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-025.html
Advancing mAbs to Achieve a Drug-free Sustained HIV Virologic Remission (U01 Clinical Trial Required),6/28/18,10/10/19,U01,NIH,NIAID,None,RFA-AI-18-022,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-022.html
Administrative Supplements to Support Cancer Disparity Collaborative Research (Clinical Trial Optional),6/28/18,9/11/20,Admin Supp,NIH,NCI,None,PA-18-842,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-842.html
Oncology Co-Clinical Imaging Research Resources to Encourage Consensus on Quantitative Imaging Methods and Precision Medicine (U24 - Clinical Trial Optional),6/28/18,6/15/21,U24,NIH,NCI,None,PAR-18-841,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-841.html
Integrative Omics to Enhance Therapeutics Development for Healthy Aging (UH2/UH3 Clinical Trial Not Allowed),6/27/18,11/15/18,UH2/UH3,NIH,NIA,None,RFA-AG-19-011,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-011.html
Limited Competition: Human Heredity and Health in Africa Consortium Biorepository (U24 Clinical Trial Not Allowed),6/27/18,10/4/18,U24,NIH,RMOD,None,RFA-RM-18-020,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-020.html
Global Infectious Disease Research Training Program (D43 Clinical Trial Optional),6/26/18,7/26/19,D43,NIH,FIC,NIAID,PAR-18-840,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-840.html
Role of Gut Microbiome in Regulating Reproduction and Its Impact on Fertility Status in Women Living with and Without HIV (R01 - Clinical Trial Optional),6/26/18,9/8/21,R01,NIH,NICHD,None,PA-18-838,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-838.html
Role of Gut Microbiome in Regulating Reproduction and Its Impact on Fertility Status in Women Living with and Without HIV (R21 Clinical Trial Optional),6/26/18,9/8/21,R21,NIH,NICHD,None,PA-18-839,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-839.html
NIA AD/ADRD Health Care Systems Research Collaboratory (U54 - Clinical Trial Required),6/25/18,9/7/18,U54,NIH,NIA,None,RFA-AG-19-009,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-009.html
Collaborative Human Tissue Network (CHTN) (UM1 Clinical Trials Not Allowed),6/22/18,8/29/18,UM1,NIH,NCI,None,RFA-CA-18-025,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-025.html
High-Priority Behavioral and Social Research Networks (R24 Clinical Trial Not Allowed),6/21/18,2/2/19,R24,NIH,NIA,None,RFA-AG-19-015,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-015.html
High-Priority Behavioral and Social Research Networks in Alzheimer's Disease and Alzheimer's Disease Related Dementias (R24 Clinical Trial Not Allowed),6/21/18,2/2/19,R24,NIH,NIA,None,RFA-AG-19-016,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-016.html
Administrative  Supplements to Promote Diversity in Small Businesses-SBIR/STTR (Admin Supp Clinical Trial Not Allowed),6/20/18,9/5/21,Admin Supp,NIH,OD,"NCATS, NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NIDA, NIDCR, NIGMS, NIMHD, NINDS, NINR",PA-18-837,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-837.html
Modeling and Simulation to Optimize HIV Prevention Research (MS OPR) (R01 Clinical Trial not allowed),6/19/18,12/14/18,R01,NIH,NIAID,None,RFA-AI-18-026,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-026.html
Global Brain and Nervous System Disorders Research Across the Lifespan (R01 Clinical Trials Optional),6/19/18,11/7/20,R01,NIH,FIC,"NEI, NIA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS",PAR-18-835,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-835.html
Global Brain and Nervous System Disorders Research Across the Lifespan (R21 Clinical Trial Optional),6/19/18,11/7/20,R21,NIH,FIC,"NEI, NIA, NICHD, NIDA, NIDCD, NIDCR, NIEHS, NIMH, NINDS",PAR-18-836,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-836.html
Enhancing Developmental Biology Research at Academic Research Enhancement Award Eligible Institutions (R15 - Clinical Trial Not Allowed),6/18/18,2/26/19,R15,NIH,NICHD,None,PAR-18-834,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-834.html
AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional),6/15/18,9/12/20,P30,NIH,NIMH,None,PAR-18-832,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-832.html
Developmental AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional),6/15/18,9/12/20,P30,NIH,NIMH,None,PAR-18-833,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-833.html
Development of Novel Nonsteroidal Contraceptive  Methods (R61/R33 - Clinical Trial Not Allowed),6/15/18,11/7/18,R61/R33,NIH,NICHD,None,RFA-HD-19-015,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-19-015.html
The Role of Epitranscriptomics in Development and Disease (R21 - Clinical Trial Not Allowed),6/14/18,6/4/21,R21,NIH,NICHD,NIDCR,PAR-18-831,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-831.html
The Role of Epitranscriptomics in Development and Disease (R01 - Clinical Trial Not Allowed),6/14/18,6/4/21,R01,NIH,NICHD,"NEI, NCI",PAR-18-830,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-830.html
Immune Mechanisms at the Maternal-Fetal Interface (R01 Clinical Trial Optional),6/14/18,10/5/18,R01,NIH,NIAID,NICHD,RFA-AI-18-023,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-023.html
NCCIH Natural Product Early Phase Clinical Trial  Award (R33 Clinical Trial Required),6/13/18,11/5/19,R33,NIH,NCCIH,ODS,PAR-18-828,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-828.html
NCCIH Natural Product Early Phase Clinical Trial Phased Innovation Award (R61/R33 Clinical Trial Required),6/13/18,11/5/19,R61/R33,NIH,NCCIH,ODS,PAR-18-829,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-829.html
NCI Community Oncology Research Program (NCORP) Research Bases (UG1 Clinical Trial Required),6/13/18,9/1/18,UG1,NIH,NCI,None,RFA-CA-18-015,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-015.html
NCI Community Oncology Research Program (NCORP) Community Sites (UG1 Clinical Trial Required),6/13/18,9/1/18,UG1,NIH,NCI,None,RFA-CA-18-016,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-016.html
NCI Community Oncology Research Program (NCORP) Minority/Underserved Community Sites (UG1 Clinical Trial Required),6/13/18,9/1/18,UG1,NIH,NCI,None,RFA-CA-18-017,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-017.html
Large Animal Testing Centers for Evaluation of Somatic Cell Genome Editing Tools (U42 - Clinical Trial Not Allowed),6/12/18,8/25/18,U42,NIH,RMOD,None,RFA-RM-18-014,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-014.html
Gastrointestinal Mechanisms Contributing to HIV Pathogenesis (R01 Clinical Trial Not Allowed),6/11/18,3/15/19,R01,NIH,NIDDK,None,RFA-DK-18-009,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-009.html
Sustained Release Innovation for HIV (SRI) (R61/R33 Clinical Trial Optional),6/11/18,12/1/18,R61/R33,NIH,NIAID,NIMH,RFA-AI-18-006,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-006.html
Data Management and Coordinating Center (DMCC) for Rare Diseases Clinical Research Network (RDCRN) (U2C Clinical Trial Not Allowed),6/8/18,10/10/18,U2C,NIH,NCATS,NINDS,RFA-TR-18-021,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-TR-18-021.html
Rare Diseases Clinical Research Consortia (RDCRC) for Rare Diseases Clinical Research Network (U54 Clinical Trials Optional),6/8/18,10/10/18,U54,NIH,NCATS,"NIAMS, NIAID, NIDDK, NCI, NHLBI, NINDS, NICHD, NIDCR",RFA-TR-18-020,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-TR-18-020.html
Paul B. Beeson Emerging Leaders Career Development Award in Aging (K76 Independent Clinical Trial Not Allowed),6/8/18,10/25/18,K76,NIH,NIA,None,RFA-AG-19-017,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-017.html
Paul B. Beeson Emerging Leaders Career Development Award in Aging (K76 Independent Clinical Trial Required),6/8/18,10/25/18,K76,NIH,NIA,None,RFA-AG-19-018,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-018.html
Analyses of Adherence Strategies and Data Sets from CALERIE to Explore Behavioral and Psychosocial Aspects of Sustained Caloric Restriction in Humans (R01 - Clinical Trial Not Allowed),6/8/18,9/8/21,R01,NIH,NIA,None,PA-18-825,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-825.html
Exploratory Analyses of Adherence Strategies and Data Sets from CALERIE to Investigate Behavioral and Psychosocial Aspects of Sustained Caloric Restriction in Humans (R21 - Clinical Trial Not Allowed),6/8/18,9/8/21,R21,NIH,NIA,None,PA-18-826,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-826.html
Exploratory Analyses of CALERIE Data and Biospecimens to Elucidate Mechanisms of Caloric Restriction (CR)-Induced Effects in Humans (R21 - Clinical Trial Not Allowed),6/8/18,9/8/21,R21,NIH,NIA,None,PA-18-824,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-824.html
Analyses of CALERIE Data and Biospecimens to Elucidate Mechanisms of Caloric Restriction (CR)-Induced Effects in Humans (R01 - Clinical Trial Not Allowed),6/8/18,9/8/21,R01,NIH,NIA,None,PA-18-823,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-823.html
Research Infrastructure for Centers Conducting Population Dynamics Science FY 2018 (P2C - Clinical Trial Not Allowed),6/8/18,8/21/18,P2C,NIH,NICHD,None,RFA-HD-19-014,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-19-014.html
Approaches for Understanding Disease Mechanisms and Improving Outcomes in TB Meningitis (TBM) (R01 Clinical Trial Not Allowed),6/7/18,9/5/20,R01,NIH,NIAID,"NICHD, NIMH",PAR-18-822,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-822.html
Rare Genetic Syndromes as a Window into the Genetic Architecture of Mental Disorders (Collaborative U01 Clinical Trial Not Allowed),6/7/18,8/10/18,U01,NIH,NIMH,NICHD,RFA-MH-19-201,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-201.html
Rare Genetic Syndromes as a Window into the Genetic Architecture of Mental Disorders (U01 Clinical Trial Not Allowed),6/7/18,8/10/18,U01,NIH,NIMH,NICHD,RFA-MH-19-200,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-200.html
Collaborative Activities to Promote Cancer Cachexia Research (Admin Supp - Clinical Trial Not Allowed),6/7/18,7/31/18,Admin Supp,NIH,NCI,None,PA-18-821,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-821.html
